user_id,forecast_score_1,read_score_1,wallet_score_1,age_score_1,sum_score_1,forecast_score_2,read_score_2,wallet_score_2,age_score_2,sum_score_2,forecast_score_3,read_score_3,wallet_score_3,age_score_3,sum_score_3,forecast_score_4,read_score_4,wallet_score_4,age_score_4,sum_score_4,forecast_score_5,read_score_5,wallet_score_5,age_score_5,sum_score_5,forecast_score_6,read_score_6,wallet_score_6,age_score_6,sum_score_6,forecast_score_7,read_score_7,wallet_score_7,age_score_7,sum_score_7,churn
3460664647339948,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
3016676721705263,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,1.0,0.0,0.04,1.04,0.0,0.5,0.0,0.04,0.54,0.0,1.0,0.0,0.02,1.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
2645059885615879,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
3606315476109934,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
2662933093827202,0.0,0.8,0.0,0.1,0.9,0.0,0.75,0.0,0.08,0.83,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,1
2150651828369759,0.0,0.5,0.0,0.08,0.58,0.0,0.5,0.0,0.08,0.58,0.0,0.5,0.0,0.08,0.58,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
3422357161170020,0.0,0.5,0.0,0.08,0.58,0.0,0.5,0.0,0.08,0.58,0.0,0.5,0.0,0.08,0.58,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
2172987506137620,0.2,0.8,0.0,0.1,1.1,0.25,0.75,0.0,0.08,1.08,0.25,0.75,0.0,0.08,1.08,0.25,0.75,0.0,0.08,1.08,0.3333333333333333,0.6666666666666666,0.0,0.06,1.06,0.5,0.5,0.0,0.04,1.04,0.0,0.0,0.0,0.02,0.02,1
2639131176147666,0.6,0.8,0.0,0.1,1.5,0.5,0.75,0.0,0.08,1.33,0.6666666666666666,0.6666666666666666,0.0,0.06,1.3933333333333333,0.5,0.5,0.0,0.04,1.04,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
2881598895234655,0.0,0.6,0.0,0.1,0.7,0.0,0.5,0.0,0.08,0.58,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
2640880912632362,0.4,0.6,0.2,0.1,1.3000000000000003,0.25,0.5,0.25,0.08,1.08,0.25,0.5,0.25,0.08,1.08,0.25,0.5,0.25,0.08,1.08,0.0,0.3333333333333333,0.3333333333333333,0.06,0.7266666666666666,0.0,0.5,0.5,0.04,1.04,0.0,0.0,0.0,0.02,0.02,1
2769068756514650,0.0,0.6,0.0,0.1,0.7,0.0,0.5,0.0,0.08,0.58,0.0,0.5,0.0,0.08,0.58,0.0,0.5,0.0,0.08,0.58,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,1
2873451602716445,0.0,0.4,0.0,0.1,0.5,0.0,0.5,0.0,0.08,0.58,0.0,0.25,0.0,0.08,0.33,0.0,0.25,0.0,0.08,0.33,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.5,0.0,0.04,0.54,0.0,1.0,0.0,0.02,1.02,1
3074818069272403,0.0,0.6,0.0,0.1,0.7,0.0,0.4,0.0,0.1,0.5,0.0,0.4,0.0,0.1,0.5,0.0,0.5,0.0,0.08,0.58,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,1
3365960913444885,0.2,1.0,0.0,0.1,1.3,0.2,0.8,0.0,0.1,1.1,0.2,0.8,0.0,0.1,1.1,0.0,0.75,0.0,0.08,0.83,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,1
2623244864433536,0.0,1.0,0.0,0.08,1.08,0.0,1.0,0.0,0.08,1.08,0.0,0.75,0.0,0.08,0.83,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
3270699706290712,0.0,0.75,0.0,0.08,0.83,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,1
2637466349633816,0.0,0.75,0.0,0.08,0.83,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,1
2587980041323995,0.4,0.8,0.0,0.1,1.3000000000000003,0.25,0.75,0.0,0.08,1.08,0.3333333333333333,0.6666666666666666,0.0,0.06,1.06,0.0,0.5,0.0,0.04,0.54,0.0,1.0,0.0,0.02,1.02,0.0,1.0,0.0,0.02,1.02,0.0,0.0,0.0,0.02,0.02,1
2834903249910955,0.0,0.2,0.0,0.1,0.30000000000000004,0.0,0.25,0.0,0.08,0.33,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
2805657656121720,0.0,0.4,0.0,0.1,0.5,0.0,0.5,0.0,0.08,0.58,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
2873361886030744,0.0,0.4,0.0,0.1,0.5,0.0,0.5,0.0,0.08,0.58,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
2683230778439976,0.0,1.0,0.0,0.1,1.1,0.0,1.0,0.0,0.08,1.08,0.0,1.0,0.0,0.06,1.06,0.0,1.0,0.0,0.04,1.04,0.0,1.0,0.0,0.02,1.02,0.0,1.0,0.0,0.02,1.02,0.0,0.0,0.0,0.02,0.02,1
2766239686728701,0.0,0.8,0.0,0.1,0.9,0.0,0.75,0.0,0.08,0.83,0.0,1.0,0.0,0.06,1.06,0.0,1.0,0.0,0.04,1.04,0.0,1.0,0.0,0.02,1.02,0.0,1.0,0.0,0.02,1.02,0.0,0.0,0.0,0.02,0.02,1
3583596488334173,0.0,0.8,0.0,0.1,0.9,0.0,0.75,0.0,0.08,0.83,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
2908331089187997,0.0,0.8,0.0,0.1,0.9,0.0,0.75,0.0,0.08,0.83,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
2631159323601288,0.0,1.0,0.2,0.1,1.3,0.0,1.0,0.0,0.08,1.08,0.0,1.0,0.0,0.06,1.06,0.0,1.0,0.0,0.04,1.04,0.0,1.0,0.0,0.02,1.02,0.0,1.0,0.0,0.02,1.02,0.0,0.0,0.0,0.02,0.02,1
2646625785376593,0.0,0.2,0.0,0.1,0.30000000000000004,0.0,0.25,0.0,0.08,0.33,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,1
2730000607091429,0.4,0.8,0.0,0.1,1.3000000000000003,0.25,0.75,0.0,0.08,1.08,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,1
3003182733065353,0.0,0.6,0.0,0.1,0.7,0.0,0.75,0.0,0.08,0.83,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,1
2725349304196089,0.0,0.8,0.0,0.1,0.9,0.0,0.75,0.0,0.08,0.83,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
3192891327419453,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
2124363897665781,0.0,1.0,0.0,0.04,1.04,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
2773692379317188,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,1
2556829177744012,0.0,0.6,0.0,0.1,0.7,0.0,0.6,0.0,0.1,0.7,0.0,0.6,0.0,0.1,0.7,0.0,0.5,0.0,0.08,0.58,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,1
2837748342904043,0.0,0.8,0.0,0.1,0.9,0.0,0.8,0.0,0.1,0.9,0.0,0.8,0.0,0.1,0.9,0.0,0.75,0.0,0.08,0.83,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,1
2535938849789158,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,1
2503530559682755,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,1
2359467784181847,0.0,0.5,0.0,0.08,0.58,0.0,0.5,0.0,0.08,0.58,0.0,0.5,0.0,0.08,0.58,0.0,0.5,0.0,0.08,0.58,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,1
2637956769628748,0.0,1.0,0.0,0.08,1.08,0.0,0.75,0.0,0.08,0.83,0.0,0.75,0.0,0.08,0.83,0.0,0.75,0.0,0.08,0.83,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,1
2450113901767715,0.0,0.6,0.0,0.1,0.7,0.0,0.5,0.0,0.08,0.58,0.0,0.5,0.0,0.08,0.58,0.0,0.5,0.0,0.08,0.58,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,1
2314431895345591,0.0,1.0,0.0,0.06,1.06,0.0,1.0,0.0,0.06,1.06,0.0,1.0,0.0,0.06,1.06,0.0,1.0,0.0,0.06,1.06,0.0,1.0,0.0,0.06,1.06,0.0,1.0,0.0,0.04,1.04,0.0,1.0,0.0,0.02,1.02,1
2662192137152213,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,1
2525163414186248,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
2596319243782533,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
3107546332592087,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
2778098405575423,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
2263221100446493,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
1978065922216167,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.5,0.0,0.04,0.54,0.0,1.0,0.0,0.02,1.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.02,1
3660308907327569,0.0,0.75,0.0,0.08,0.83,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,1
1403958423061477,0.0,0.25,0.0,0.08,0.33,0.0,0.25,0.0,0.08,0.33,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0
1518808281576650,0.0,0.8,0.0,0.1,0.9,0.0,0.8,0.0,0.1,0.9,0.0,0.75,0.0,0.08,0.83,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0
1612569265534641,0.4,1.0,0.2,0.1,1.7000000000000002,0.4,1.0,0.2,0.1,1.7000000000000002,0.25,1.0,0.0,0.08,1.33,0.3333333333333333,1.0,0.0,0.06,1.3933333333333333,0.5,1.0,0.0,0.04,1.54,0.0,1.0,0.0,0.02,1.02,0.0,0.0,0.0,0.0,0.0,0
1668820786576304,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0
1688546734603319,0.2,1.0,0.0,0.1,1.3,0.2,1.0,0.0,0.1,1.3,0.25,1.0,0.0,0.08,1.33,0.3333333333333333,1.0,0.0,0.06,1.3933333333333333,0.5,1.0,0.0,0.04,1.54,1.0,1.0,0.0,0.02,2.02,0.0,0.0,0.0,0.0,0.0,0
1727762844015605,0.0,1.0,0.0,0.1,1.1,0.0,1.0,0.0,0.1,1.1,0.0,1.0,0.0,0.08,1.08,0.0,1.0,0.0,0.06,1.06,0.0,1.0,0.0,0.04,1.04,0.0,1.0,0.0,0.02,1.02,0.0,0.0,0.0,0.0,0.0,0
1823517654439660,0.4,0.8,0.2,0.1,1.5,0.4,0.8,0.2,0.1,1.5,0.5,1.0,0.25,0.08,1.83,0.6666666666666666,1.0,0.3333333333333333,0.06,2.06,0.5,1.0,0.5,0.04,2.04,0.0,1.0,0.0,0.02,1.02,0.0,0.0,0.0,0.0,0.0,0
1917944048275516,0.8,1.0,0.0,0.1,1.9000000000000001,0.8,1.0,0.0,0.1,1.9000000000000001,0.75,1.0,0.0,0.08,1.83,1.0,1.0,0.0,0.06,2.06,1.0,1.0,0.0,0.04,2.04,1.0,1.0,0.0,0.02,2.02,0.0,0.0,0.0,0.0,0.0,0
1937315469705120,0.0,0.4,0.0,0.1,0.5,0.0,0.4,0.0,0.1,0.5,0.0,0.25,0.0,0.08,0.33,0.0,0.3333333333333333,0.0,0.06,0.3933333333333333,0.0,0.5,0.0,0.04,0.54,0.0,1.0,0.0,0.02,1.02,0.0,0.0,0.0,0.0,0.0,0
1938035052945416,0.8,1.0,0.0,0.1,1.9000000000000001,0.8,1.0,0.0,0.1,1.9000000000000001,0.75,1.0,0.0,0.08,1.83,0.6666666666666666,1.0,0.0,0.06,1.7266666666666666,1.0,1.0,0.0,0.04,2.04,1.0,1.0,0.0,0.02,2.02,0.0,0.0,0.0,0.0,0.0,0
1965771620170425,0.5,1.0,0.0,0.08,1.58,0.5,1.0,0.0,0.08,1.58,0.6666666666666666,1.0,0.0,0.06,1.7266666666666666,0.6666666666666666,1.0,0.0,0.06,1.7266666666666666,0.5,1.0,0.0,0.04,1.54,0.0,1.0,0.0,0.02,1.02,0.0,0.0,0.0,0.0,0.0,0
1969949206441117,0.0,0.8,0.0,0.1,0.9,0.0,0.8,0.0,0.1,0.9,0.0,0.75,0.0,0.08,0.83,0.0,0.6666666666666666,0.0,0.06,0.7266666666666666,0.0,0.5,0.0,0.04,0.54,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0
1993000627473760,0.5,0.8333333333333334,0.16666666666666666,0.12,1.62,0.5,0.8333333333333334,0.16666666666666666,0.12,1.62,0.4,0.8,0.0,0.1,1.3000000000000003,0.5,0.75,0.0,0.08,1.33,0.6666666666666666,0.6666666666666666,0.0,0.06,1.3933333333333333,1.0,1.0,0.0,0.02,2.02,0.0,0.0,0.0,0.0,0.0,0
2027651640671563,0.0,1.0,0.0,0.1,1.1,0.0,1.0,0.0,0.1,1.1,0.0,1.0,0.0,0.08,1.08,0.0,1.0,0.0,0.06,1.06,0.0,1.0,0.0,0.04,1.04,0.0,1.0,0.0,0.02,1.02,0.0,0.0,0.0,0.0,0.0,0
2074980239220499,0.2,0.8,0.0,0.1,1.1,0.2,0.8,0.0,0.1,1.1,0.25,0.75,0.0,0.08,1.08,0.3333333333333333,1.0,0.0,0.06,1.3933333333333333,0.5,1.0,0.0,0.04,1.54,0.0,1.0,0.0,0.02,1.02,0.0,0.0,0.0,0.0,0.0,0
2122760631160727,0.4,1.0,0.0,0.1,1.5,0.4,1.0,0.0,0.1,1.5,0.5,1.0,0.0,0.08,1.58,0.3333333333333333,1.0,0.0,0.06,1.3933333333333333,0.0,1.0,0.0,0.04,1.04,0.0,1.0,0.0,0.02,1.02,0.0,0.0,0.0,0.0,0.0,0
2128799353888617,1.0,1.0,0.4,0.1,2.5,1.0,1.0,0.4,0.1,2.5,1.0,1.0,0.25,0.08,2.33,1.0,1.0,0.3333333333333333,0.06,2.393333333333333,1.0,1.0,0.5,0.04,2.54,1.0,1.0,0.0,0.02,2.02,0.0,0.0,0.0,0.0,0.0,0
2133725643313758,0.4,0.4,0.0,0.1,0.9,0.4,0.4,0.0,0.1,0.9,0.25,0.25,0.0,0.08,0.58,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0
2143625665760525,0.6,0.8,0.4,0.1,1.9000000000000004,0.6,0.8,0.2,0.1,1.7000000000000002,0.5,0.75,0.25,0.08,1.58,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.06,1.3933333333333333,0.0,0.5,0.5,0.04,1.04,0.0,1.0,1.0,0.02,2.02,0.0,0.0,0.0,0.0,0.0,0
2184201298348848,0.8,1.0,0.0,0.1,1.9000000000000001,0.8,1.0,0.0,0.1,1.9000000000000001,0.75,1.0,0.0,0.08,1.83,0.6666666666666666,1.0,0.0,0.06,1.7266666666666666,0.5,1.0,0.0,0.04,1.54,0.0,1.0,0.0,0.02,1.02,0.0,0.0,0.0,0.0,0.0,0
2208313122605272,0.6,0.8,0.0,0.1,1.5,0.6,0.8,0.0,0.1,1.5,0.5,0.75,0.0,0.08,1.33,0.6666666666666666,0.6666666666666666,0.0,0.06,1.3933333333333333,0.5,0.5,0.0,0.04,1.04,1.0,1.0,0.0,0.02,2.02,0.0,0.0,0.0,0.0,0.0,0
2218768021561123,0.0,1.0,0.4,0.1,1.5,0.0,1.0,0.4,0.1,1.5,0.0,1.0,0.5,0.08,1.58,0.0,1.0,0.6666666666666666,0.06,1.7266666666666666,0.0,1.0,0.5,0.04,1.54,0.0,1.0,1.0,0.02,2.02,0.0,0.0,0.0,0.0,0.0,0
2229999257105496,0.0,1.0,0.0,0.1,1.1,0.0,1.0,0.0,0.1,1.1,0.0,1.0,0.0,0.08,1.08,0.0,1.0,0.0,0.06,1.06,0.0,1.0,0.0,0.04,1.04,0.0,1.0,0.0,0.02,1.02,0.0,0.0,0.0,0.0,0.0,0
2245894322179610,0.2,1.0,0.6,0.1,1.9000000000000001,0.2,1.0,0.6,0.1,1.9000000000000001,0.0,1.0,0.5,0.08,1.58,0.0,1.0,0.3333333333333333,0.06,1.3933333333333333,0.0,1.0,0.0,0.04,1.04,0.0,1.0,0.0,0.02,1.02,0.0,0.0,0.0,0.0,0.0,0
